file_name,language,gender,dialect,text,speaker_id,line_id
7996116634.wav,French,Female,Belgium,"C'est l'avant-dernière d'une fratrie de sept enfants qui a toujours fait en sorte de ne pas prendre trop de place, de ne pas être un problème pour ses parents, qui ont beaucoup à gérer entre les vignes dont ils s'occupent et leurs familles très nombreuses. Et puis dans cette famille, on cause peu. Son père le dit au tribunal, il y a de l'amour mais pas beaucoup de communication.",FBF79961,7996116634
7996174135.wav,French,Female,Belgium,"Et parmi elles, la question de la place des femmes est centrale. On pense bien sûr à celles qui sont victimes de crimes, de délits, mais qu'en est-il des inculpés, des prévenus, des accusés, de celles bien plus rares, qui sont non pas victimes mais coupables. ",FBF79961,7996174135
7996179214.wav,French,Female,Belgium," Parce que si la reconnaissance judiciaire, encore timide, des violences subies par les femmes témoignent d'un mouvement de société, qu'est-ce que nous raconte la violence exercée par les femmes?",FBF79961,7996179214
8035166094.wav,French,Female,Belgium,"J'aurais pu commencer cette séquence par Il était une fois une pomme qui un jour tomba sur la tête d'un homme et paf l'humanité fut dotée d'une loi sur la gravitation universelle parce que c'est un peu à ça qu'on réduit Newton et ses découvertes aujourd'hui. Alors je précise que cette histoire de pommes, elle est sérieusement remise en doute, mais que l'esprit fertile du scientifique, lui, est bien réel. ",FBF80351,8035166094
8035153799.wav,French,Female,Belgium,"Isaac Newton, mathématicien, physicien, alchimiste, astronome, une personnalité complexe, nous dit-on, à qui l'on doit la célèbre théorie de la gravitation universelle, mais aussi d'importants travaux qui influencent encore la science moderne, comme le calcul infinitesimal, la mécanique classique et toute une série d'inventions.",FBF80351,8035153799
8035113697.wav,French,Female,Belgium,"C'est le numéro un des mathématiciens et des physiciens du 17e siècle, et que même des Fermat et des Descartes en France ou encore un Kepler en Allemagne n'arrivent pas à égaler. En tout cas, c'est ce que je, non c’est pas moi ce qu’il pense, c’est Jean Doyen, c’est ce que pense Jean Doyen qui est professeur de mathématiques à l'ULB, avec qui j'ai eu le plaisir d'effeuiller la vie de ce génie scientifique.",FBF80351,8035113697
8035161512.wav,French,Female,Belgium,"Oui, on l'a entendu, il est né prématuré et on peut dire aussi que les premières années de sa vie ne sont pas très folichonne. Son père meurt un peu avant sa naissance, sa mère l'abandonne à ses grands-parents alors qu'il n'avait que 12 ans pour épouser un pasteur du village voisin et elle ne revient que 9 ans plus tard. Et donc Newton est élevé par ses grands-parents dans la ferme familiale où il entame sa scolarité.",FBF80351,8035161512
8035181634.wav,French,Female,Belgium,"Il y a un nombre incalculable de chiffres, sans rature. Et c'est assez joli aussi visuellement, surtout quand on ne comprend rien et sans machine. Voilà, donc pendant deux ans, Newton s'est isolé. Il est enfermé dans un coin de sa ferme familiale. Il grébouille ses carnets alors que la peste sévit en Angleterre. Et c'est là qu'il va développer, jeter les premières formules de sa théorie sur la gravitation universelle.",FBF80351,8035181634
8035143813.wav,French,Female,Belgium,"Alors, je vais me lancer, mais je n'ai aucun mérite, Laurent, parce que je ne fais que répéter. De corps quelconques s'attirent en raison directe de leur masse et en raison inverse du carré de la distance de leur centre de gravité.",FBF80351,8035143813
8035173904.wav,French,Female,Belgium,"Eh bien, quasiment tout s'est passé au cours de ces fameuses deux années dans cette ferme, tout seul pendant que la peste noire s'est vissée en Angleterre. Donc entre 1665 et 1667, qu'a-t-il fait une fois l'épidémie passée? Eh bien, il est retourné au Trinity College pour poursuivre donc sa carrière de scientifique.",FBF80351,8035173904
8035129326.wav,French,Female,Belgium,"Mais oui, c'est ce que nous, enfin, m'expliquait Jean Doyen. D'ailleurs, la dépouille de Newton est localisée à l'abbaye de Westminster, où il est enterré aux côtés des rois d'Angleterre. Et donc, si vous passez par là, et bien vous pourrez admirer l'imposante sculpture qui honore vraiment le génie qu'il était.",FBF80351,8035129326
8035198224.wav,French,Female,Belgium,"Voilà, alors un petit bout des réflexions et de l'héritage colossal de Newton qui était donc un vrai génie. Mais c'est vrai qu'on n'a pas parlé, il était aussi réputé pour sa personnalité peu commode, fragile parfois. On lui prête un tempérament fort, égocentrique, solitaire, on l'a dit, qui refusait la critique et qui était aussi en proie à la dépression, qui a eu quelques épisodes de folie au cours de sa vie. Donc le revers de la médaille du génie.",FBF80351,8035198224
5911635413.wav,French,Female,Belgium,"Donc c'est une étude qui a été faite en Australie qui a porté sur 25 000 dossiers et qui montre, comme vous l'avez dit, que la maltraitance infantile serait responsable de 40% des troubles mentaux à l'âge adulte. On parle principalement de l'anxiété, de la dépression et de l'abus de substance.",FBF59116,5911635413
5911626697.wav,French,Female,Belgium,"Et donc quand on définit la maltraitance infantile dans cette étude en tout cas, et c'est intéressant, ça regroupe les abus physiques, sexuels, émotionnels, mais aussi toute la dimension de la négligence émotionnelle ou physique qui est subie avant l'âge de 18 ans et qui est malheureusement souvent oubliée. Et en fait, cette étude, elle suggère que si on met en place une politique active de prévention dans l'enfance, on pourrait éviter, rien qu'en Australie, jusqu'à 1,8 million de cas de troubles mentaux à l'âge à vie.",FBF59116,5911626697
5911675629.wav,French,Female,Belgium,"Et on parle de prévention primaire, secondaire et tertiaire. Prévention primaire, ça vise à empêcher l'apparition d'un problème ou d'une maladie avant que ça survienne. Prévention secondaire, on va essayer de détecter et d'intervenir le plus tôt possible dès les premiers signes d'un problème, afin de limiter son intensité et sa durée. Et puis la prévention tertiaire, après qu'une maladie soit déclarée et qu'elle ait été traitée, on va voir comment est-ce qu'on va éviter sa rechute.",FBF59116,5911675629
5911629895.wav,French,Female,Belgium,"Si on prend l'exemple de pompiers qui vont dans une école, une prévention primaire, ce serait, on vient faire des formations, sensibiliser les élèves. Prévention secondaire, on installe des détecteurs de fumée et prévention tertiaire, quand il y a eu le feu. Curatif, on vient éteindre l'incendie quand même. Prévention tertiaire, on aide à reconstruire et à surtout à mettre des systèmes en place plus performants pour que ça ne se reproduise pas.",FBF59116,5911629895
5911664456.wav,French,Female,Belgium,"Prévention primaire, très classique, on parle des campagnes de sensibilisation, les programmes éducatifs pour les parents, la promotion d'environnement familiaux-sains. Mais on pourrait aussi parler de la mise en place de politiques qui vont viser à soutenir les familles et à prévenir les situations à risque. C'est d'ailleurs ce que propose cette étude.",FBF59116,5911664456
5911647133.wav,French,Female,Belgium,"Elle parle par exemple de mettre en place des services de garde d'enfants abordables. On sait en Belgique c'est un grand problème, le manque de place dans les crèches. Et bien en fait, ce genre de situation c'est le terreau pour des situations, pour des problématiques potentielles d'abus et de maltraitance, parce que les enfants sont débordés, ils savent pas quoi faire, ils savent pas aller travailler et donc ça peut resurgir sur l'enfant.",FBF59116,5911647133
5911633295.wav,French,Female,Belgium,"Dans le même ordre d'idée, on pourrait trouver utile d'offrir des moments de répit pour les patients, pour les parents, mon petit lapsus pour les parents qui sont débordés et qui sont sans soutien parce qu'ils n'ont pas eux-mêmes de grands-parents.",FBF59116,5911633295
5911680626.wav,French,Female,Belgium,"Alors là, on peut le voir du côté toujours des parents. Comment est-ce qu'on peut améliorer les méthodes de dépistage précoces aux premiers signes de maltraitante et aussi offrir des modalités d'intervention rapides? De nouveau, ici en Belgique, ce n'est pas gagné puisque tous les services d'aide à la jeunesse sont assez débordés.",FBF59116,5911680626
5911634255.wav,French,Female,Belgium,"Mais là, on pourrait du coup se focaliser sur les enseignants, sur les médecins de première ligne, les médecins généralistes, de famille, les PMS, les centres psychomédicaux sociaux pour voir comment ils peuvent repérer les signes et puis surtout comment les signaler.",FBF59116,5911634255
5911685364.wav,French,Female,Belgium,"Mais on peut également parler de l'enfant, de voir comment est-ce qu'on peut l'accompagner lui-même parce que c'est vrai qu'on se sent diminué, impuissant et on veut plutôt mettre ça à distance alors qu'en fait, et là, mes patients adultes qui ont vécu ces situations dans l'enfance témoignent de leur grande solitude et témoignent de comment rien qu'un petit accompagnement, d'être là, d'offrir un moment de répit, de joie, de tranquillité, ça leur a apporté beaucoup. Donc d'être présent à leur côté compte énormément.",FBF59116,5911685364
5911615826.wav,French,Female,Belgium,"Et bien évidemment, la réponse est dans la question. Peut-être les deux. On a tout le soutien psychologique de réinsertion pour les victimes. Mais aussi, c'est très important, des initiatives pour éviter la récurrence de la maltraitance dans le chef des auteurs parce qu'il y a moyen d'agir et d'intervenir pour essayer d'éviter. C'est la prévention tercère que ça ne se reproduise dans l'avenir.",FBF59116,5911615826
